w,w_part_of_speech,w_romaji,w_meaning,s_kanji,s_hiragana,s_romaji,s_meaning
強制,kyousei,Verbal Noun,force,彼ら は 労働 を 強制 された ん だ。,かれら は ろうどう を きょうせい された ん だ。,karera ha roudou wo kyousei sareta n da.,They were forced to work.
核,kaku,Noun,"core, nucleus, nuclear",核 戦争 は 絶対 に 防ぐ べき よ。,かく せんそう は ぜったい に ふせぐ べき よ。,kaku sensou ha zettai ni fusegu beki yo.,Nuclear war should be avoided at all costs.
核,kaku,Noun,"core, nucleus, nuclear",核 戦争 は 絶対 に 防ぐ べき だ 。,かく せんそう は ぜったい に ふせぐ べき だ。,kaku sensou ha zettai ni fusegu beki da.,Nuclear war should definitely be avoided.
同士,doushi,Noun,"of the same kind, each other",彼 と 私 は いとこ 同士 です 。,かれ と わたし は いとこ どうし です。,kare to watashi ha itoko doushi desu.,He and I are cousins.
条約,jouyaku,Noun,treaty,2 国 間 で 条約 が 結ばれました 。,2 こく かん で じょうやく が むすばれました。,2 koku kan de jouyaku ga musubaremashita.,A treaty was concluded between the two countries.
捜査,sousa,Verbal Noun,"criminal investigation, search",その 殺人 事件 の 捜査 は 2 年 間 続きました 。,その さつじん じけん の そうさ は 2 ねん かん つづきました。,sono satsujin jiken no sousa ha 2 nen kan tsuzukimashita.,The investigation of the murder case continued for two years.
要因,youin,Noun,"factor, cause",私 たち は がん の 要因 を 研究 して います 。,わたし たち は がん の よういん を けんきゅう して います。,watashi tachi ha gan no youin wo kenkyuu shite imasu.,We're researching the causes of cancer.
合意,goui,Verbal Noun,mutual agreement,両社 が 合併 に 合意 しました 。,りょうしゃ が がっぺい に ごうい しました。,ryousha ga gappei ni goui shimashita.,The two companies agreed to the merger.
領域,ryouiki,Noun,"territory, range",彼女 は 料理 の 腕 が 素人 の 領域 を 超えて いる わ。,かのじょ は りょうり の うで が しろうと の りょういき を こえて いる わ。,kanojo ha ryouri no ude ga shirouto no ryouiki wo koete iru wa.,Her cooking skills are beyond the range of amateurs.
一切,issai,Adverb,(not) at all (used to express intention),私 は 一切 その 問題 と は 関係 が ありません。,わたし は いっさい その もんだい と は かんけい が ありません。,watashi ha issai sono mondai to ha kankei ga arimasen.,I have nothing to do with that problem at all.
権力,kenryoku,Noun,"power, authority",彼 は この 国 で 大きな 権力 を 持って いる。,かれ は この くに で おおきな けんりょく を もって いる。,kare ha kono kuni de ookina kenryoku wo motte iru.,He has a lot of power in this country.
品質,hinshitsu,Noun,quality of goods,この メーカー の 製品 は 高 品質 だ わ ね 。,この めーかー の せいひん は こう ひんしつ だ わ ね。,kono me-ka- no seihin ha kou hinshitsu da wa ne.,This manufacturer's products are high-quality.
勤務,kinmu,Verbal Noun,"duty, work",私 の 一日 の 勤務 時間 は 8 時間 です。,わたし の いちにち の きんむ じかん は 8 じかん です。,watashi no ichinichi no kinmu jikan ha 8 jikan desu.,I work eight hours a day.
意図,ito,Verbal Noun,"intention, meaning",あなた の 意図 は よく 分かりました 。,あなた の いと は よく わかりました。,anata no ito ha yoku wakarimashita.,I fully understand what you mean.
復活,fukkatsu,Verbal Noun,"revival, being back on track",その 選手 は 怪我 を 乗り越えて 復活 した わ ね 。,その せんしゅ は けが を のりこえて ふっかつ した わ ね。,sono senshu ha kega wo norikoete fukkatsu shita wa ne.,The athlete recovered from the injury and now is back in the game.
進行,shinkou,Verbal Noun,"advancement, progress",学会 は 予定 通り に 進行 して います。,がっかい は よてい どおり に しんこう して います。,gakkai ha yotei doori ni shinkou shite imasu.,The academic conference is proceeding as scheduled.
ミス,misu,Verbal Noun,mistake (loan word),ミス は 誰 に でも あります 。,みす は だれ に でも あります。,misu ha dare ni demo arimasu.,Everyone makes mistakes.
専用,sen'you,Noun,exclusive use,これ は 女性 専用 の 車両 です 。,これ は じょせい せんよう の しゃりょう です。,kore ha josei sen'you no sharyou desu.,This is a women-only carriage.
経過,keika,Verbal Noun,"progression, lapse",手術 後 の 経過 は 順調 です 。,しゅじゅつ ご の けいか は じゅんちょう です。,shujutsu go no keika ha junchou desu.,I'm making good progress after the surgery.
災害,saigai,Noun,disaster,地震 は 自然 災害 の 一つ です 。,じしん は しぜん さいがい の ひとつ です 。,jishin ha shizen saigai no hitotsu desu .,Earthquakes are one type of natural disaster.
統合,tougou,Verbal Noun,"integration, merging",三つ の 町 が 統合 されて 新しい 市 が 誕生 した の よ。,みっつ の まち が とうごう されて あたらしい し が たんじょう した の よ。,mittsu no machi ga tougou sarete atarashii shi ga tanjou shita no yo.,A new city was formed by the merging of three towns.
値下げ,nesage,Verbal Noun,price reduction,電話 料金 が 値下げ された 。,でんわ りょうきん が ねさげ された。,denwa ryoukin ga nesage sareta.,Phone charge has been reduced.
素早い,subayai,Adjective,quick,彼 は 素早く あたり を 見回した 。,かれ は すばやく あたり を みまわした。,kare ha subayaku atari wo mimawashita.,He quickly looked around.
長続き,nagatsuzuki,Verbal Noun,lasting for a long time,彼 は 仕事 が 長続き しません 。,かれ は しごと が ながつづき しません。,kare ha shigoto ga nagatsuzuki shimasen.,He can't keep one job for a long time.
ずる賢い,zurugashikoi,Adjective,"sly, cunning",あいつ は ずる 賢い 顔 を している ね 。,あいつ は ずるがしこい かお を して いる ね。,aitsu ha zurugashikoi kao wo shite iru ne.,That person has a sly face.
あらかじめ,arakajime,Adverb,in advance (formal),あらかじめ 必要な 物 を 書き出して ください 。,あらかじめ ひつような もの を かきだして ください。,arakajime hitsuyouna mono wo kakidashite kudasai.,Please write down things you need in advance.
天,ten,Noun,"sky, Heaven",天 から 恵み の 雨 が 降った ね 。,てん から めぐみ の あめ が ふった ね。,ten kara megumi no ame ga futta ne.,A blessed rain fell from the skies.
知的,chiteki,Adjectival Noun,intelligent,彼 は すごく 知的な 人 です 。,かれ は すごく ちてきな ひと です。,kare ha sugoku chitekina hito desu.,He's very intelligent.
真実,shinjitsu,Noun,true fact,真実 は 一つ です 。,しんじつ は ひとつ です。,shinjitsu ha hitotsu desu.,There is only one true fact.
相場,souba,Noun,market price,この 辺り の 家賃 の 相場 は いくら です か 。,この あたり の やちん の そうば は いくら です か。,kono atari no yachin no souba ha ikura desu ka.,What is the market rent around here?
拒否,kyohi,Verbal Noun,rejection,彼女 は 出席 を 拒否 した 。,かのじょ は しゅっせき を きょひ した。,kanojo ha shusseki wo kyohi shita.,She refused to attend.
防衛,bouei,Verbal Noun,"defense, protection",チャンピオン が タイトル を 防衛 した 。,ちゃんぴおん が たいとる を ぼうえい した。,chanpion ga taitoru wo bouei shita.,The champion defended his title.
どうやら,douyara,Adverb,"looks like, apparently",明日 は どうやら 雨 らしい よ 。,あした は どうやら あめ らしい よ。,ashita ha douyara ame rashii yo.,It looks like it's going to rain tomorrow.
収集,shuushuu,Verbal Noun,"collection, gathering",彼 の 趣味 は 切手 収集 です 。,かれ の しゅみ は きって しゅうしゅう です。,kare no shumi ha kitte shuushuu desu.,His hobby is collecting stamps.
各種,kakushu,Noun,"each kind, various",図書館 に は 各種 の 雑誌 が そろって います 。,としょかん に は かくしゅ の ざっし が そろって います。,toshokan ni ha kakushu no zasshi ga sorotte imasu.,There are various magazines in the library.
根本,konpon,Noun,"basis, root",問題 の 根本 を 見直しましょう 。,もんだい の こんぽん を みなおしましょう。,mondai no konpon wo minaoshimashou.,Let's get to the root of the problem.
主体,shutai,Noun,"agent, main constituent",政治 は 国民 主体 で ある べき です 。,せいじ は こくみん しゅたい で ある べき です。,seiji ha kokumin shutai de aru beki desu.,The government should be for the people.
経る,heru,Verb,"go through, undergo",彼 は 新聞 記者 を 経て 作家 に なりました 。,かれ は しんぶん きしゃ を へて さっか に なりました。,kare ha shinbun kisha wo hete sakka ni narimashita.,He became a writer after working as a journalist.
流通,ryuutsuu,Verbal Noun,"circulation, distribution",今日 は 流通 の 仕組み を 勉強 しましょう。,きょう は りゅうつう の しくみ を べんきょう しましょう。,kyou ha ryuutsuu no shikumi wo benkyou shimashou.,Let's study the distribution mechanism today.
要請,yousei,Verbal Noun,"request, demand",その 国 の 政府 は 各国 に 支援 を 要請 した 。,その くに の せいふ は かっこく に しえん を ようせい した。,sono kuni no seifu ha kakkoku ni shien wo yousei shita.,The government of that country requested aid from other nations.
廃止,haishi,Verbal Noun,abolishment,その 制度 は 廃止 されました 。,その せいど は はいし されました。,sono seido ha haishi saremashita.,The system was abolished.
確定,kakutei,Verbal Noun,(final) decision,試合 の 代表 メンバー が 確定 した 。,しあい の だいひょう めんばー が かくてい した。,shiai no daihyou menba- ga kakutei shita.,The team members of the game have been decided.
振り返る,furikaeru,Verb,"turn one's head, look back on",学生 時代 を 懐かしく 振り返った ん だ。,がくせい じだい を なつかしく ふりかえった ん だ。,gakusei jidai wo natsukashiku furikaetta n da.,I looked back on my school days fondly.
退職,taishoku,Verbal Noun,"retirement, quitting a job",私 は 今月 いっぱい で 退職 します 。,わたし は こんげつ いっぱい で たいしょく します。,watashi ha kongetsu ippai de taishoku shimasu.,I'm quitting my job at the end of this month.
